date,position,song,artist,popularity,duration_ms,album_type,total_tracks,release_date,is_explicit,album_cover_url
2024-04-17,41,Belong Together,Mark Ambor,,148317,single,1,2024-02-16,False,https://i.scdn.co/image/ab67616d0000b273ed71b8008aaa879622f8c3b5
2023-09-13,32,Chaleya,,69.0,200373,album,7,2023-09-05,False,https://i.scdn.co/image/ab67616d0000b273e452a6e11147f3e56aee6f5b
2024-10-31,27,WILDFLOWER,Billie Eilish,92.0,261466,album,10,2024-05-17,False,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
2023-08-31,22,Classy 101,Feid & Young Miko,95.0,195986,single,1,2023-03-31,True,https://i.scdn.co/image/ab67616d0000b27329ebee2b5fb008871fcd201a
2024-05-23,40,I Wanna Be Yours,,92.0,183956,album,12,2013-09-09,False,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
2023-10-29,33,,Taylor Swift,0.0,250100,album,21,2023-10-26,False,https://i.scdn.co/image/ab67616d0000b2735cc1de8fa9b7c2f27af04958
2023-09-29,8,LALA,Myke Towers,97.0,197920,album,23,2023-03-23,True,https://i.scdn.co/image/ab67616d0000b2730656d5ce813ca3cc4b677e05
2024-10-01,7,"Good Luck, Babe!",Chappell Roan,,218423,single,1,2024-04-05,False,https://i.scdn.co/image/ab67616d0000b27391b4bc7c88d91a42e0f3a8b7
2024-05-10,35,,Noah Kahan,,182346,album,14,2022-10-14,False,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918
2023-07-30,49,Last Night,Morgan Wallen,90.0,163854,album,36,2023-03-03,True,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
2024-02-25,1,TEXAS HOLD 'EM,Beyoncé,77.0,235636,single,3,2024-02-10,True,https://i.scdn.co/image/ab67616d0000b2736c1836a40380c147eab9c98f
2024-08-27,33,,,91.0,244684,single,3,2023-06-23,False,https://i.scdn.co/image/ab67616d0000b273b0dd6a5cd1dec96c4119c262
2023-07-19,38,TQG,KAROL G,95.0,197933,album,17,2023-02-24,True,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335
2024-04-11,38,Houdini,Dua Lipa,92.0,185917,single,1,2023-11-09,False,https://i.scdn.co/image/ab67616d0000b273001d5706fddc72561f6488af
2023-12-08,9,,,93.0,204093,single,1,2014-11-24,False,https://i.scdn.co/image/ab67616d0000b273a1db745e63940bc06985dea5
2024-10-07,20,FE!N (feat. Playboi Carti),Travis Scott,89.0,191700,album,19,2023-07-28,True,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
2023-11-20,1,greedy,Tate McRae,100.0,131872,single,1,2023-09-15,True,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
2023-11-09,36,,Zach Bryan,93.0,227195,album,16,2023-08-25,False,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
2024-01-22,40,Surround Sound (feat. 21 Savage & Baby Tate),JID,94.0,229938,album,16,2022-10-31,True,https://i.scdn.co/image/ab67616d0000b273cae6e44dcc84e2035c3ad092
2023-05-23,27,I Wanna Be Yours,Arctic Monkeys,,183956,album,12,2013-09-09,False,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
2024-05-03,27,Magnetic,,,160688,single,4,2024-03-25,False,https://i.scdn.co/image/ab67616d0000b273f037c5fb9de6c78726cb8e2c
2023-11-14,8,,Taylor Swift,94.0,229477,album,21,2023-10-26,False,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac
2023-06-08,7,Flowers,,91.0,200600,album,13,2023-03-10,False,https://i.scdn.co/image/ab67616d0000b27358039b5147731b6e52202e46
2024-02-13,44,"I P’ ME, TU P’ TE",Geolier,84.0,187881,single,1,2024-02-07,False,https://i.scdn.co/image/ab67616d0000b2736160e0b4c4bb1bd00add6c60
2023-11-07,9,MONACO,,,267194,album,22,2023-10-13,True,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec
2024-01-07,14,PERRO NEGRO,Bad Bunny,96.0,162767,album,22,2023-10-13,True,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec
2023-11-15,24,,Harry Styles,95.0,167303,album,13,2022-05-20,False,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
2024-07-24,48,See You Again (feat. Kali Uchis),,89.0,180386,album,14,2017-07-21,True,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
2024-10-08,12,Bed Chem,,,171869,album,12,2024-08-23,False,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626
2023-08-06,19,Daylight,David Kushner,,212953,single,1,2023-04-14,False,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
2024-09-27,2,BIRDS OF A FEATHER,Billie Eilish,,210373,album,10,2024-05-17,False,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
2023-06-02,13,,Rema,,239317,album,22,2023-04-27,False,https://i.scdn.co/image/ab67616d0000b273963265801aa5c9740ad159b7
2024-08-22,43,,Benson Boone,,161831,album,15,2024-04-05,False,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40
2023-10-24,15,,Drake,93.0,260111,album,23,2023-10-06,True,https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1
2024-09-23,37,Rey Sin Reina,Julión Álvarez y su Norteño Banda,82.0,150523,single,4,2024-09-05,False,https://i.scdn.co/image/ab67616d0000b27336ac351ae8307f95c20c0487
2024-01-12,47,Another Love,Tom Odell,92.0,244360,album,15,2013-06-24,True,https://i.scdn.co/image/ab67616d0000b2731917a0f3f4152622a040913f
2023-10-19,5,greedy,Tate McRae,98.0,131872,single,1,2023-09-15,True,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
2024-01-08,2,,Tate McRae,99.0,131872,single,1,2023-09-15,True,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
2023-09-23,26,Primera Cita,Carin Leon,85.0,186455,album,18,2023-05-19,False,https://i.scdn.co/image/ab67616d0000b2730e30fcf494fd711ad068d1cd
2024-03-04,34,,KAROL G,92.0,172797,album,9,2023-08-10,True,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
2024-03-06,8,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,85.0,244684,album,36,2024-02-09,False,https://i.scdn.co/image/ab67616d0000b273c87bfeef81a210ddb7f717b5
2024-04-11,29,Another Love,Tom Odell,89.0,244360,album,15,2013-06-24,True,https://i.scdn.co/image/ab67616d0000b2731917a0f3f4152622a040913f
2023-11-27,49,,Quevedo,93.0,186000,single,1,2023-07-07,False,https://i.scdn.co/image/ab67616d0000b273a00a817b017c6f6bf8460be9
2024-11-19,12,,Mariah Carey,85.0,241106,album,10,1994-10-28,False,https://i.scdn.co/image/ab67616d0000b2734246e3158421f5abb75abc4f
2023-07-12,2,,Olivia Rodrigo,,219724,single,1,2023-06-30,True,https://i.scdn.co/image/ab67616d0000b2731e5e75dc1d878a0007cb6525
2023-08-31,20,,Arctic Monkeys,94.0,183956,album,12,2013-09-09,False,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
2024-05-31,27,,,84.0,194920,single,1,2024-05-24,False,https://i.scdn.co/image/ab67616d0000b2731a2c9ac2d39bc5c2e22b9555
2024-02-26,29,QLONA,KAROL G,93.0,172797,album,9,2023-08-10,True,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
2024-03-04,9,My Love Mine All Mine,Mitski,98.0,137773,album,11,2023-09-15,False,https://i.scdn.co/image/ab67616d0000b27334f21d3047d85440dfa37f10
2024-07-12,41,HOT TO GO!,,88.0,184841,album,14,2023-09-22,False,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6
2024-06-29,39,I Can Do It With a Broken Heart,Taylor Swift,87.0,218004,album,16,2024-04-18,True,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
2024-01-18,1,"yes, and?",Ariana Grande,93.0,214994,single,1,2024-01-12,True,https://i.scdn.co/image/ab67616d0000b2736b0b6e20fdb1ee07de7e92d6
2024-07-23,10,,Benson Boone,91.0,180304,album,15,2024-04-05,False,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40
2023-12-27,10,Underneath the Tree,Kelly Clarkson,86.0,229640,album,14,2013-10-29,False,https://i.scdn.co/image/ab67616d0000b273f54a315f1d2445791fe601a7
2023-07-13,26,SABOR FRESA,,93.0,156500,single,1,2023-06-22,True,https://i.scdn.co/image/ab67616d0000b273cfe3eb72c48b93971e53efd9
2024-10-30,21,"Good Luck, Babe!",Chappell Roan,94.0,218423,single,1,2024-04-05,False,https://i.scdn.co/image/ab67616d0000b27391b4bc7c88d91a42e0f3a8b7
2024-03-24,34,Houdini,Dua Lipa,92.0,185917,single,1,2023-11-09,False,https://i.scdn.co/image/ab67616d0000b273001d5706fddc72561f6488af
2024-05-20,32,As It Was,Harry Styles,,167303,album,13,2022-05-20,False,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
2024-06-27,3,,Billie Eilish,96.0,210373,album,10,2024-05-17,False,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
2024-01-31,12,,The Weeknd & Madonna,96.0,215466,single,1,2023-06-02,True,https://i.scdn.co/image/ab67616d0000b2734c8f092adc59b4bf4212389d
2024-01-21,27,Starboy,,94.0,230453,album,18,2016-11-25,True,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452
2023-07-10,39,Long Live (Taylor's Version),Taylor Swift,,317960,album,22,2023-07-07,False,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
2024-02-21,45,Kill Bill,SZA,91.0,153946,album,23,2022-12-08,False,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
2023-11-18,12,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,,229477,album,21,2023-10-26,False,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac
2023-12-09,18,,,93.0,172797,album,9,2023-08-10,True,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
2023-12-26,34,,The Jackson 5,87.0,144013,album,11,1970-10-15,False,https://i.scdn.co/image/ab67616d0000b27308a0fe33e91b991d2c9c9cde
2024-03-02,42,,¥$ & Kanye West & Ty Dolla $ign,,111458,album,16,2024-02-09,True,https://i.scdn.co/image/ab67616d0000b2730a31b4026a452ae8c3f97a76
2024-11-04,19,"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)","Tyler, The Creator",85.0,255915,album,14,2024-10-28,True,https://i.scdn.co/image/ab67616d0000b273232374a6a869e62826f3f1f7
2023-07-21,28,MOJABI GHOST,Tainy,,232131,album,19,2023-06-29,True,https://i.scdn.co/image/ab67616d0000b273de7b9af78fbdda96c5a0635b
2023-09-03,44,Die For You,The Weeknd,90.0,260253,album,18,2016-11-24,False,https://i.scdn.co/image/ab67616d0000b273a048415db06a5b6fa7ec4e1a
2023-08-26,42,Spotless (feat. The Lumineers),Zach Bryan,41.0,169467,album,16,2023-08-25,True,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
2023-09-14,21,Sprinter,Dave & Central Cee,,229133,single,1,2023-06-01,True,https://i.scdn.co/image/ab67616d0000b273e3a09a9ae3f1fa102c110e60
2023-09-23,11,Columbia,Quevedo,96.0,186000,single,1,2023-07-07,False,https://i.scdn.co/image/ab67616d0000b273a00a817b017c6f6bf8460be9
2024-04-01,45,obsessed,Olivia Rodrigo,,170541,album,17,2024-03-22,True,https://i.scdn.co/image/ab67616d0000b2734063d624ebf8ff67bc3701ee
2024-10-11,3,Who,Jimin,93.0,170887,album,7,2024-07-19,False,https://i.scdn.co/image/ab67616d0000b273f02c451189a709b9a952aaec
2023-10-24,25,One Of Your Girls,Troye Sivan,83.0,181481,album,10,2023-10-13,False,https://i.scdn.co/image/ab67616d0000b27367103283a4eb57578a428252
2023-07-31,15,fukumean,Gunna,96.0,125040,album,15,2023-06-16,True,https://i.scdn.co/image/ab67616d0000b273017d5e26552345c4b1575b6c
2024-02-18,28,Seven (feat. Latto) (Explicit Ver.),,90.0,183550,album,11,2023-11-03,True,https://i.scdn.co/image/ab67616d0000b273741fd4807f442af3f7359316
2024-08-20,12,A Bar Song (Tipsy),,,171291,album,12,2024-05-31,maybe,https://i.scdn.co/image/ab67616d0000b27360df033c8f8b17384387666a
2023-11-20,5,,iñigo quintero,99.0,184061,single,1,2022-09-23,False,https://i.scdn.co/image/ab67616d0000b2735cb9531348f45311cd6fb8df
2024-03-20,31,bye,Ariana Grande,88.0,164927,album,13,2024-03-08,False,https://i.scdn.co/image/ab67616d0000b2738b58d20f1b77295730db15b4
2023-09-28,45,Anti-Hero,,92.0,200690,album,13,2022-10-21,False,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
2024-09-09,44,LA PATRULLA,Peso Pluma,,130614,album,24,2024-06-20,True,https://i.scdn.co/image/ab67616d0000b2732690127e1d6cd0aa35cc353b
2023-09-09,19,LADY GAGA,,94.0,212878,album,17,2023-06-29,True,https://i.scdn.co/image/ab67616d0000b2732fb583ed96f8f35cbf2897ba
2023-10-23,29,Kill Bill,SZA,92.0,153946,album,23,2022-12-08,False,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
2023-12-18,42,Driving Home for Christmas,Chris Rea,75.0,239946,compilation,13,1988-10-17,False,https://i.scdn.co/image/ab67616d0000b273074c5d0ef113a4c2f64fedeb
2024-02-28,12,Praise Jah In The Moonlight,,95.0,263040,single,1,2023-12-27,True,https://i.scdn.co/image/ab67616d0000b273672db804db16b0dd95ecf572
2024-01-02,35,,,,142334,album,25,2023-08-25,True,https://i.scdn.co/image/ab67616d0000b273d688b951a19f48941682e026
2023-05-20,10,,KAROL G,,197933,album,17,2023-02-24,True,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335
2024-06-21,10,I Had Some Help (Feat. Morgan Wallen),Post Malone & Morgan Wallen,92.0,178205,single,1,2024-05-10,True,https://i.scdn.co/image/ab67616d0000b27397306976e3eb8aad53b754eb
2024-10-23,48,MILLION DOLLAR BABY,,90.0,155151,single,2,2024-04-26,False,https://i.scdn.co/image/ab67616d0000b27301c0cd5da820e6128655854f
2023-08-05,13,Sprinter,Dave & Central Cee,97.0,229133,single,1,2023-06-01,True,https://i.scdn.co/image/ab67616d0000b273e3a09a9ae3f1fa102c110e60
2023-08-20,15,,Yng Lvcas & Peso Pluma,96.0,234352,single,2,2023-03-17,True,https://i.scdn.co/image/ab67616d0000b273a04be3ad7c8c67f4109111a9
2024-07-18,35,Belong Together,,91.0,148317,single,1,2024-02-16,False,https://i.scdn.co/image/ab67616d0000b273ed71b8008aaa879622f8c3b5
2023-07-10,46,Timeless (Taylor’s Version) (From The Vault),Taylor Swift,82.0,321396,album,22,2023-07-07,False,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
2023-10-21,48,,,83.0,231704,album,22,2023-10-13,True,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec
2023-07-31,8,,Dua Lipa,96.0,176579,single,1,2023-05-25,False,https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192
2023-06-19,38,I Ain't Worried,,94.0,148485,single,1,2022-05-13,False,https://i.scdn.co/image/ab67616d0000b273ec96e006b8bdfc582610ec13
2023-11-21,43,,,91.0,247444,album,23,2023-10-06,True,https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1
2023-12-16,9,It's Beginning to Look a Lot like Christmas,,86.0,207199,album,21,2011-10-14,False,https://i.scdn.co/image/ab67616d0000b2732ead7786631d8dd3b59be4f0
2023-06-18,8,As It Was,,,167303,album,13,2022-05-20,False,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
2023-11-12,25,Dance The Night - From Barbie The Album,Dua Lipa,94.0,176579,single,1,2023-05-25,False,https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192
2024-04-04,29,LA FALDA,Myke Towers,92.0,174229,album,23,2023-09-18,True,https://i.scdn.co/image/ab67616d0000b273c75c054b6b209b0b91d818d8
2023-12-10,30,,Maluma,90.0,142334,album,25,2023-08-25,True,https://i.scdn.co/image/ab67616d0000b273d688b951a19f48941682e026
2024-02-24,1,Beautiful Things,Benson Boone,98.0,180304,single,1,2024-01-18,False,https://i.scdn.co/image/ab67616d0000b273f2a919d3fa0f2b2593c92d19
2024-05-23,23,I Can Do It With a Broken Heart,Taylor Swift,91.0,218004,album,16,2024-04-18,True,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
2024-09-01,16,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,*NSYNC,91.0,200400,album,12,2000-03-21,False,https://i.scdn.co/image/ab67616d0000b273a6cb8fab778e1efc406a5909
2023-07-01,17,LUNA,,0.0,163551,album,17,2023-06-29,True,https://i.scdn.co/image/ab67616d0000b273a8eae36188b69461a8ec6508
2023-11-21,17,All I Want for Christmas Is You,Mariah Carey,90.0,241106,album,10,1994-10-28,False,https://i.scdn.co/image/ab67616d0000b2734246e3158421f5abb75abc4f
2023-10-24,10,,Jung Kook & Jack Harlow,,201812,album,7,2023-10-02,True,https://i.scdn.co/image/ab67616d0000b27399583bb32b47e87d55c6064b
2024-11-21,4,That’s So True,Gracie Abrams,93.0,166300,album,20,2024-10-18,True,https://i.scdn.co/image/ab67616d0000b2731dac3694b3289cd903cb3acf
2024-02-08,43,,Jung Kook,96.0,206019,album,11,2023-11-03,False,https://i.scdn.co/image/ab67616d0000b273741fd4807f442af3f7359316
2024-09-10,26,,Kapo,88.0,172427,single,1,2024-08-15,False,https://i.scdn.co/image/ab67616d0000b27379945367a260e985a4471dc3
2023-09-25,38,Die For You,,89.0,260253,album,18,2016-11-24,False,https://i.scdn.co/image/ab67616d0000b273a048415db06a5b6fa7ec4e1a
2024-10-16,19,,Shaboozey,86.0,171291,album,12,2024-05-31,True,https://i.scdn.co/image/ab67616d0000b27360df033c8f8b17384387666a
2023-08-08,50,Die For You (with Ariana Grande) - Remix,The Weeknd,87.0,232857,album,21,2023-03-14,False,https://i.scdn.co/image/ab67616d0000b2738ad8f5243d6534e03b656c8b
2023-12-10,24,,Fuerza Regida,95.0,143327,album,30,2023-10-20,True,https://i.scdn.co/image/ab67616d0000b273ad57982065339f7dc2058efe
2023-12-30,38,LALA,,91.0,197920,album,23,2023-03-23,True,https://i.scdn.co/image/ab67616d0000b2730656d5ce813ca3cc4b677e05
2023-06-06,4,un x100to,,,194563,single,1,2023-04-17,False,https://i.scdn.co/image/ab67616d0000b273716c0b0ad51594ff788b5f06
2024-02-07,1,Beautiful Things,Benson Boone,94.0,180304,single,1,2024-01-18,False,https://i.scdn.co/image/ab67616d0000b273f2a919d3fa0f2b2593c92d19
2024-01-26,15,,Bizarrap & Young Miko,92.0,187172,single,1,2024-01-10,False,https://i.scdn.co/image/ab67616d0000b2737b58409ef2fbbcd4d0f4ed05
2024-09-17,16,Too Sweet,Hozier,,251424,album,20,2024-03-22,False,https://i.scdn.co/image/ab67616d0000b2733e1b212546dac35443735241
2023-05-25,5,,Yng Lvcas & Peso Pluma,99.0,234352,single,2,2023-03-17,True,https://i.scdn.co/image/ab67616d0000b273a04be3ad7c8c67f4109111a9
2024-10-30,16,Take Your Mask Off (feat. Daniel Caesar & LaToiya Williams),,74.0,253909,album,14,2024-10-28,True,https://i.scdn.co/image/ab67616d0000b273232374a6a869e62826f3f1f7
2023-05-28,29,,,96.0,131013,single,2,2023-02-03,False,https://i.scdn.co/image/ab67616d0000b27342c5ba689b2e7cbc208a8fa7
2024-11-03,9,Espresso,Sabrina Carpenter,88.0,175459,album,12,2024-08-23,True,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626
2023-11-29,25,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo & Rachel Zegler & Flatland Cavalry,,205483,album,17,2023-11-17,False,https://i.scdn.co/image/ab67616d0000b27322ad9f1afdbeeceaf0c91686
2024-02-13,18,Lovin On Me,,99.0,9138660,single,1,2023-11-10,True,https://i.scdn.co/image/ab67616d0000b273fcf4adae77baba5d0169e8e8
2024-01-19,21,Strangers,Kenya Grace,96.0,172964,single,1,2023-09-01,False,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
2024-08-30,50,FE!N (feat. Playboi Carti),,,191700,album,19,2023-07-28,True,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
2024-10-10,36,DOS DÍAS,Tito Double P,87.0,153928,album,21,2024-08-22,True,https://i.scdn.co/image/ab67616d0000b27347e9618ef7411438f9c9478b
2023-06-17,35,Die For You,The Weeknd,91.0,260253,album,18,2016-11-24,False,https://i.scdn.co/image/ab67616d0000b273a048415db06a5b6fa7ec4e1a
2024-04-29,24,Saturn,SZA,93.0,186191,single,5,2024-02-22,False,https://i.scdn.co/image/ab67616d0000b273d70916ee9e40c90380ba5f07
2024-02-08,9,LUNA,Feid,97.0,196800,album,10,2023-12-01,False,https://i.scdn.co/image/ab67616d0000b273f1aad814a40ec7419c234242
2024-11-07,18,The Night We Met,Lord Huron,88.0,208211,album,14,2015-04-06,False,https://i.scdn.co/image/ab67616d0000b27317875a0610c23d8946454583
2023-12-14,41,You’re Losing Me (From The Vault),Taylor Swift,93.0,277831,single,1,2023-11-29,False,https://i.scdn.co/image/ab67616d0000b2734fe1868aa6838eb595f3673a
2023-10-24,32,Starboy,,,230453,album,18,2016-11-25,True,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452
2024-04-24,15,Guilty as Sin?,Taylor Swift,,254365,album,16,2024-04-18,False,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
2024-10-16,17,"I Love You, I'm Sorry",Gracie Abrams,90.0,157146,album,13,2024-06-21,True,https://i.scdn.co/image/ab67616d0000b2736e2101520787791370f4a96b
2023-09-22,44,I KNOW ?,Travis Scott,92.0,211582,album,19,2023-07-28,True,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
2023-05-26,40,Moonlight,Kali Uchis,87.0,187723,album,15,2023-03-03,False,https://i.scdn.co/image/ab67616d0000b27381fccd758776d16b87721b17
2023-10-30,3,,Taylor Swift,83.0,146436,album,21,2023-10-26,False,https://i.scdn.co/image/ab67616d0000b2735cc1de8fa9b7c2f27af04958
2023-06-19,45,Starboy,The Weeknd,,230453,album,18,2016-11-25,True,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452
2024-01-15,34,Houdini,Dua Lipa,94.0,185917,single,1,2023-11-09,False,https://i.scdn.co/image/ab67616d0000b273001d5706fddc72561f6488af
2023-05-27,2,,Bad Bunny,92.0,231704,single,1,2023-05-18,True,https://i.scdn.co/image/ab67616d0000b273ab5c9cd818ad6ed3e9b79cd1
2023-12-09,14,,Sia,92.0,165900,album,13,2018-11-01,False,https://i.scdn.co/image/ab67616d0000b273d1410c1372fab1e516328fa8
2023-09-17,32,,,91.0,227195,album,16,2023-08-25,False,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
2024-05-27,8,BIRDS OF A FEATHER,Billie Eilish,92.0,210373,album,10,2024-05-17,False,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
2024-10-25,44,Gata Only,,,222000,album,7,2024-08-09,True,https://i.scdn.co/image/ab67616d0000b273200e2b6526846c59789c92e6
2024-10-23,42,ESCAPATE,Tito Double P,87.0,144674,album,21,2024-08-22,True,https://i.scdn.co/image/ab67616d0000b27347e9618ef7411438f9c9478b
2024-02-15,29,,Kali Uchis,96.0,260370,album,14,2024-01-12,False,https://i.scdn.co/image/ab67616d0000b273b968625b03ec59b30b48e9c3
2023-09-27,9,,Olivia Rodrigo,93.0,219724,album,12,2023-09-08,True,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
2023-12-10,40,vampire,Olivia Rodrigo,,219724,album,12,2023-09-08,True,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
2023-07-02,19,Mi Bello Angel,Natanael Cano,,188666,album,16,2023-06-30,True,https://i.scdn.co/image/ab67616d0000b273fc97e94b8aec519bff104eff
2023-08-27,36,,,94.0,182293,single,2,2023-08-11,False,https://i.scdn.co/image/ab67616d0000b2732f1a5b69c2bd76474bca8035
2024-05-15,9,Too Sweet,Hozier,90.0,251424,album,20,2024-03-22,False,https://i.scdn.co/image/ab67616d0000b2733e1b212546dac35443735241
2024-07-10,24,,Taylor Swift,92.0,178426,album,18,2019-08-23,False,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
2024-04-07,26,Saturn,SZA,92.0,186191,single,5,2024-02-22,False,https://i.scdn.co/image/ab67616d0000b273d70916ee9e40c90380ba5f07
2024-06-12,29,,,87.0,261466,album,10,2024-05-17,False,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
2023-06-18,24,BESO,ROSALÍA & Rauw Alejandro,96.0,194543,single,3,2023-03-24,False,https://i.scdn.co/image/ab67616d0000b2734d6cf0d0d5e32ca4fa3a59e1
2023-09-05,31,,Taylor Swift,83.0,231826,album,13,2014-10-27,False,https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148
2023-07-31,4,MELTDOWN,Travis Scott,,246133,album,19,2023-07-28,True,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
2024-06-15,33,I Can Do It With a Broken Heart,,,218004,album,16,2024-04-18,True,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
2024-11-02,3,,Billie Eilish,97.0,210373,album,10,2024-05-17,False,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
2024-10-25,4,Tu Boda,Oscar Maydon & Fuerza Regida,89.0,225880,single,1,2024-09-26,True,https://i.scdn.co/image/ab67616d0000b273b51d9a74d356d785cce9dea9
2024-04-28,38,TEXAS HOLD 'EM,Beyoncé,87.0,233456,album,27,2024-03-29,True,https://i.scdn.co/image/ab67616d0000b2731572698fff8a1db257a53599
2024-10-05,14,Sweater Weather,The Neighbourhood,,240400,album,11,2013-04-22,False,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921
2024-01-26,22,Seven (feat. Latto) (Explicit Ver.),Jung Kook,90.0,183550,album,11,2023-11-03,True,https://i.scdn.co/image/ab67616d0000b273741fd4807f442af3f7359316
2024-07-24,4,Who,,89.0,170887,album,7,2024-07-19,False,https://i.scdn.co/image/ab67616d0000b273f02c451189a709b9a952aaec
2023-09-19,1,Paint The Town Red,Doja Cat,100.0,231750,single,1,2023-08-04,True,https://i.scdn.co/image/ab67616d0000b2737acee948ecac8380c1b6ce30
2023-10-16,2,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,97.0,184400,single,3,2023-07-14,True,https://i.scdn.co/image/ab67616d0000b273bf5cce5a0e1ed03a626bdd74
2023-12-25,45,,Bruce Springsteen,86.0,267600,single,1,1981,False,https://i.scdn.co/image/ab67616d0000b2736a68798b2ac41fde44823eb5
2023-11-24,16,Agora Hills,Doja Cat,,265360,album,15,2023-09-20,True,https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb
2024-10-11,42,,Tito Double P,,144674,album,21,2024-08-22,True,https://i.scdn.co/image/ab67616d0000b27347e9618ef7411438f9c9478b
